Gender,Education Level,Loan Purpose,Employment Status,Payment History,Country,Risk Rating,Age,Income,Credit Score,Loan Amount,Debt-to-Income Ratio,Assets Value
Male,PhD,Home,Self-employed,Poor,United Arab Emirates,Medium,33,84399,708,43313,0.110238691,213591
Non-binary,Bachelor's,Home,Self-employed,Fair,Uganda,Low,41,92287,676,8462,0.543464277,32143
Female,Bachelor's,Auto,Self-employed,Good,Timor-Leste,Low,60,70310.8,690,35691,0.159039613,45663
Female,Master's,Personal,Employed,Good,Botswana,Low,49,103791,761,28003.6,0.178905337,175484
Female,Bachelor's,Personal,Unemployed,Fair,Bahrain,Low,43,89810,646,25736,0.493511732,90478
Male,Bachelor's,Business,Self-employed,Excellent,Western Sahara,Low,33,57693,736,26555,0.247557829,119875
Male,High School,Home,Self-employed,Good,Niue,Medium,47,107983,688,10258,0.12341778,143427.2
Female,PhD,Personal,Employed,Poor,Holy See (Vatican City State),Medium,25,76543,770,15544,0.348910228,237906
Female,PhD,Home,Self-employed,Good,Honduras,High,55,97474,719.2,9934,0.257965284,190098
Non-binary,High School,Auto,Self-employed,Poor,Turkey,Medium,48,68022,699.6,22042,0.369601253,299063
Female,High School,Home,Employed,Good,Reunion,Low,63,24192,651,26927,0.459038469,266527
Male,High School,Home,Unemployed,Excellent,Heard Island and McDonald Islands,Low,32,60832,683.4,35384,0.319767343,191126
Female,PhD,Business,Unemployed,Good,Reunion,Medium,62,45954.4,694.6,29543.4,0.283028854,153141.4
Female,High School,Business,Self-employed,Poor,Afghanistan,Medium,69,30719,787,10257,0.441573548,100562
Female,Master's,Home,Self-employed,Excellent,Nepal,Medium,63,20218,695.4,10990,0.176914055,74367
Male,Bachelor's,Home,Employed,Fair,Indonesia,Low,37,65076,677,9561,0.468478149,109040
Male,Master's,Home,Self-employed,Poor,Serbia,Low,53,79157.6,735,29143.2,0.429657582,158190
Female,High School,Personal,Self-employed,Fair,Afghanistan,Low,34,104351,774,24137,0.372346535,167295
Male,PhD,Home,Employed,Excellent,Northern Mariana Islands,High,56,36923,751,13276,0.21135307,287891
Non-binary,Bachelor's,Auto,Unemployed,Good,Palestinian Territory,Medium,25,103668,754,24128,0.44104319,117099
Non-binary,High School,Personal,Employed,Excellent,Panama,Medium,63,114437,747,10499,0.372425864,224794
Female,PhD,Business,Employed,Fair,Belgium,Medium,47,118696,769,45609,0.286731328,146292.2
Male,Master's,Home,Unemployed,Excellent,Grenada,Low,46,21963,771,22851.4,0.276994294,251793
Female,PhD,Auto,Unemployed,Excellent,Papua New Guinea,Low,19,67289,688,14512,0.562012741,248481
Non-binary,Master's,Personal,Self-employed,Poor,Montenegro,Low,54,73974,729.4,23243,0.551694988,232226
Non-binary,High School,Home,Employed,Good,Belize,Low,29,94868,686,24796,0.261688104,39441
Female,High School,Business,Employed,Fair,New Caledonia,Low,52,37241,701,9968,0.455956131,148212
Female,High School,Business,Employed,Poor,Bahrain,Medium,56,103081,651,31392,0.518387582,89058
Non-binary,PhD,Business,Self-employed,Fair,Malaysia,High,34,62654,728,21243,0.525727501,105920
Male,Master's,Home,Self-employed,Poor,Ethiopia,Low,23,35945,713,48037,0.373028886,96823
Male,Master's,Business,Unemployed,Good,Heard Island and McDonald Islands,Low,31,107342,636,26305,0.543454044,129446
Female,Master's,Home,Self-employed,Excellent,Guatemala,Low,43,64840,719,42808,0.590954735,250203
Male,High School,Business,Self-employed,Good,Brunei Darussalam,Low,22,37156,639,6440,0.10877874,202857
Female,Master's,Home,Self-employed,Good,Iceland,Low,67,60503,641,27678,0.480791701,250867
Female,High School,Home,Unemployed,Fair,Bahrain,Low,36,29395,687,24525,0.515588494,88604
Female,PhD,Home,Employed,Good,Jordan,Low,31,109199,742,22932,0.381234964,171415
Non-binary,PhD,Personal,Self-employed,Fair,Czech Republic,Medium,52,118115,799,30956,0.287079138,60305
Female,Master's,Business,Self-employed,Poor,Ukraine,Low,26,102089,695.4,24259,0.520959184,142619
Non-binary,High School,Home,Self-employed,Fair,Turks and Caicos Islands,Medium,50,66456,780,11608,0.363888176,256343
Female,Bachelor's,Auto,Unemployed,Good,United Kingdom,Medium,55,83073,779,29953,0.387988719,150671
Female,High School,Auto,Employed,Fair,Mozambique,High,63,50571,620,32414.8,0.246276522,138142
Male,Bachelor's,Auto,Unemployed,Fair,Macao,High,20,29933,720,40971,0.164288654,128012
Female,PhD,Auto,Employed,Poor,Afghanistan,Medium,65,96788,748,20107,0.383940138,270339
Non-binary,High School,Home,Employed,Poor,Botswana,Medium,60,54708,768,43404,0.388779868,53259
Female,Bachelor's,Business,Employed,Fair,Saint Helena,Medium,53,35772,682,23569,0.443012275,256087
Female,PhD,Personal,Unemployed,Good,San Marino,Low,39,32501,657,46834,0.501773789,89824
Female,Master's,Home,Self-employed,Poor,Austria,Low,45,108704,717,16206,0.596369653,188878
Male,High School,Home,Employed,Excellent,Montenegro,Low,45,68070,692,49614,0.100513567,127659
Female,Master's,Auto,Self-employed,Fair,Tokelau,Medium,37,82778,750,27425,0.377011759,82408.2
Male,Bachelor's,Business,Unemployed,Good,Slovenia,Low,36,81926,712,47852,0.512589015,195729
Male,High School,Home,Employed,Excellent,Equatorial Guinea,Medium,21,69285,677,37028,0.567183161,132191
Female,Bachelor's,Auto,Employed,Excellent,Uganda,Low,62,42258,667,15896,0.513390588,180151
Male,PhD,Home,Employed,Fair,Azerbaijan,Low,42,94796,792,30733,0.401241775,112462
Female,PhD,Home,Unemployed,Good,Sierra Leone,Low,34,50129,699,8177,0.41498921,177869
Female,Bachelor's,Business,Employed,Fair,Ghana,Low,57,24090,674.8,28019,0.231090686,166670
Female,High School,Business,Unemployed,Poor,Mozambique,Low,20,40453.4,641,8544,0.371726607,192737
Female,Master's,Personal,Employed,Fair,Namibia,Low,69,119254,643,30455.4,0.166514773,51855
Female,Bachelor's,Home,Unemployed,Excellent,Kyrgyz Republic,Medium,56,107746,698,37947,0.363901026,250121
Male,PhD,Auto,Unemployed,Poor,Western Sahara,Medium,61,79406,784,42307,0.574167205,169252
Female,High School,Personal,Unemployed,Fair,Colombia,Low,23,105745,683,25495.8,0.255355825,290405
Male,Bachelor's,Personal,Unemployed,Excellent,British Virgin Islands,Low,43,79003,708.6,19525,0.382416063,148118
Male,PhD,Business,Unemployed,Fair,Seychelles,Medium,35,105222,609,42812,0.10946421,181223
Male,Bachelor's,Personal,Employed,Good,Sudan,Medium,20,111856,755,30191,0.40729469,215445
Male,PhD,Home,Self-employed,Excellent,Germany,Medium,25,112799,657.8,13608,0.229219925,27039
Female,PhD,Home,Unemployed,Fair,Burkina Faso,Low,57,67280,678.8,20209,0.264758837,115669
Male,High School,Auto,Self-employed,Fair,Nauru,Medium,65,119039,762,12311,0.233045286,203822
Female,Bachelor's,Home,Self-employed,Fair,United States of America,Low,30,89074,776,35203,0.465199218,242913
Non-binary,High School,Business,Employed,Good,Lebanon,Low,68,90780,639,45916,0.378818807,202849
Female,Master's,Auto,Unemployed,Fair,Israel,Low,47,65269.2,770,20816,0.424722137,169221
Male,PhD,Personal,Self-employed,Excellent,Vanuatu,Low,27,103488,612,26925,0.374181169,93035
Male,High School,Business,Self-employed,Good,Nepal,Low,50,30534,649,10116,0.419190044,122730
Non-binary,Master's,Home,Employed,Good,Eritrea,Low,47,104766,630,23188.6,0.125766937,38029
Non-binary,High School,Personal,Self-employed,Good,Slovakia (Slovak Republic),Low,45,39523,728,21186,0.208564518,126174
Non-binary,Bachelor's,Business,Employed,Excellent,Iran,Medium,44,79117,758.2,47029,0.569349085,117363
Non-binary,Master's,Auto,Employed,Excellent,Georgia,High,55,81077.8,754,16255,0.180581857,155953
Non-binary,PhD,Business,Unemployed,Good,Iran,Low,49,65064,794,8529,0.508426936,200962
Female,High School,Business,Employed,Good,France,Low,57,60491,704,20259,0.384720611,199729
Male,High School,Auto,Self-employed,Good,Cuba,Medium,33,82220.6,657,20389,0.440892598,189199
Female,Bachelor's,Business,Self-employed,Poor,Turkmenistan,Medium,19,53583,673,38324,0.395700056,93875
Female,Bachelor's,Home,Self-employed,Poor,Lithuania,Low,28,28520,730,42579,0.370217697,67623
Non-binary,PhD,Auto,Unemployed,Poor,Bolivia,Medium,67,95535,772,47635,0.524331911,264377
Male,Master's,Auto,Self-employed,Excellent,Bahrain,Low,19,82423,635,22854,0.23945141,73387.6
Non-binary,Bachelor's,Business,Self-employed,Excellent,Cayman Islands,Low,33,101662,749,21830,0.45312032,57919
Male,Bachelor's,Home,Self-employed,Good,Anguilla,Low,65,107063,655,6920,0.459378881,232338
Female,Bachelor's,Auto,Self-employed,Good,Comoros,High,24,96591,663,6302,0.547395578,60882
Non-binary,High School,Business,Employed,Good,France,Low,54,68465,718.4,25357,0.556410825,72398
Non-binary,Master's,Home,Employed,Excellent,Finland,Medium,27,32554,711,43476,0.274951202,123169.4
Male,High School,Personal,Self-employed,Excellent,Reunion,Low,57,34639,606,21633,0.466037184,205158
Male,Bachelor's,Business,Unemployed,Fair,Kuwait,Low,63,68737,735,35607,0.279422456,104296
Non-binary,High School,Personal,Unemployed,Fair,Saint Helena,Low,42,28933,726,7716,0.222263021,127213
Male,Bachelor's,Business,Employed,Good,Iran,Low,56,110818,649,21842,0.146354698,111233
Male,Master's,Home,Self-employed,Excellent,Falkland Islands (Malvinas),Low,25,99552,652.2,7369,0.405028777,281132
Female,Master's,Personal,Self-employed,Fair,Eritrea,Low,57,92926.4,783,18103,0.159231036,109405
Female,Master's,Home,Employed,Excellent,New Caledonia,Low,41,57081,749.2,19789.4,0.538838523,248702
Non-binary,High School,Personal,Employed,Good,Saudi Arabia,Low,49,80522,727,33590,0.279189365,270927
Female,PhD,Auto,Employed,Excellent,Bahrain,Low,29,24930,757,10478,0.460996811,274555
Non-binary,Master's,Personal,Self-employed,Good,Poland,Medium,35,82233,724.8,24079,0.185349903,191216.6
Female,Bachelor's,Personal,Unemployed,Good,Guyana,Low,18,65389,660,30032.6,0.348612701,80929
Female,PhD,Home,Unemployed,Good,Sao Tome and Principe,Low,65,64296,780,15471,0.113945643,34436
Male,High School,Home,Self-employed,Excellent,Tonga,Low,66,70313.8,728,8905,0.263925293,176077
Female,Bachelor's,Personal,Self-employed,Fair,Cote d'Ivoire,Low,20,35958,758,27530.2,0.574442088,190350
Male,High School,Auto,Employed,Poor,Haiti,High,24,45030,750,26418.6,0.157243496,141229.6
Non-binary,Bachelor's,Business,Unemployed,Fair,Montserrat,Low,24,53744,707.8,30147.6,0.189544846,20245
Male,Bachelor's,Home,Unemployed,Poor,United States of America,Medium,46,42453,635,23288,0.319635785,205035
Female,Bachelor's,Auto,Employed,Fair,Liechtenstein,Medium,19,87238,634,9695,0.42664349,82701
Female,Master's,Auto,Employed,Good,Greenland,Low,64,110807,668,42293,0.179194898,166326.6
Female,Bachelor's,Business,Unemployed,Excellent,Saint Vincent and the Grenadines,Low,32,106219,616,11007,0.550490852,93310.2
Female,High School,Home,Self-employed,Poor,Sweden,Low,27,25397,796,15559,0.456401208,151028
Non-binary,Master's,Personal,Employed,Good,Ireland,Low,51,61608.8,729,20195,0.307197025,131970
Non-binary,High School,Business,Self-employed,Fair,Micronesia,Low,67,65635.2,759,34565,0.13011925,270269
Male,Bachelor's,Auto,Unemployed,Excellent,United States Minor Outlying Islands,High,56,79867,778,17426,0.463333487,171767
Non-binary,High School,Home,Self-employed,Poor,Nicaragua,Medium,40,58526,730,20566,0.127078845,164262
Male,Master's,Personal,Employed,Good,Comoros,Low,23,60379,705,31071,0.535042438,297476
Non-binary,High School,Personal,Unemployed,Poor,Papua New Guinea,Low,23,96514,782,41228,0.162019499,109840
Non-binary,PhD,Home,Employed,Poor,Palau,Low,24,58002,712,19802,0.281981954,137310.2
Female,Master's,Personal,Unemployed,Poor,Egypt,Low,60,55178,742,30759,0.453564372,168271
Non-binary,PhD,Personal,Self-employed,Poor,Greenland,Medium,19,117081,645.8,41009,0.12296399,210724
Female,Master's,Business,Employed,Poor,Tonga,Low,55,86404,712.8,31341,0.425637283,43738
Male,PhD,Home,Self-employed,Poor,Estonia,Low,26,78414,670,39225,0.471720362,156754
Non-binary,Master's,Auto,Self-employed,Good,Congo,High,20,72635,679,22726,0.271272352,245554
Female,PhD,Business,Self-employed,Fair,Fiji,High,18,61253,622,18962,0.425205806,75540
Male,Master's,Home,Unemployed,Excellent,Bolivia,Low,63,87561,681,46921,0.241363099,81263
Non-binary,High School,Auto,Self-employed,Good,Faroe Islands,Medium,23,65599.8,705,47385,0.448995683,226687
Male,PhD,Home,Employed,Fair,China,Low,62,54810,710,49679,0.337197009,143104
Male,Master's,Business,Self-employed,Excellent,Isle of Man,Medium,25,100868,624,31670,0.555693169,33828
Female,PhD,Business,Employed,Good,British Virgin Islands,Low,53,27163,799,13003,0.562722528,172078
Male,Master's,Auto,Unemployed,Poor,Nauru,Low,28,50783,691.6,45305,0.321227894,66415
Non-binary,Bachelor's,Personal,Employed,Poor,Greece,Low,60,36101,734,23344,0.32450203,38679
Male,PhD,Business,Self-employed,Good,Slovakia (Slovak Republic),High,45,72047,671,30563,0.414881979,138762
Male,PhD,Home,Employed,Excellent,Guinea-Bissau,Medium,45,30830,691,29743,0.565002538,112062.4
Non-binary,Bachelor's,Business,Employed,Excellent,Argentina,Low,34,27222,734,36365,0.430563203,77673
Male,PhD,Auto,Unemployed,Poor,Eritrea,Low,20,59423,701,19742,0.574148262,133041
Male,Bachelor's,Personal,Unemployed,Excellent,Bhutan,Medium,46,114138,714,37137,0.42477531,133588
Non-binary,High School,Personal,Unemployed,Good,Monaco,Medium,36,38069,717,21253.2,0.29533736,177823
Female,PhD,Business,Employed,Fair,Venezuela,Medium,40,78682.8,678,29100.4,0.185037484,199820
Male,High School,Business,Employed,Excellent,Mayotte,Low,43,27482,789,12893,0.444445337,92213
Female,PhD,Personal,Self-employed,Poor,Venezuela,High,18,49915,626,20116,0.486814897,202857
Non-binary,High School,Auto,Employed,Good,Malta,Low,42,110298,735.8,20634.8,0.261222187,116167
Female,High School,Personal,Self-employed,Excellent,Algeria,Low,56,30114,705,22929.2,0.31199605,207349
Female,High School,Auto,Unemployed,Excellent,Kazakhstan,Medium,35,78293,667,43881,0.288111074,60799
Non-binary,PhD,Home,Unemployed,Excellent,Mali,Medium,62,77496,735,25968,0.444786909,46996
Non-binary,Master's,Personal,Self-employed,Good,Hong Kong,Low,40,41191,714,29290,0.402498737,240499
Non-binary,Bachelor's,Auto,Employed,Poor,French Guiana,Low,65,58669,695,8583,0.581271492,131192
Male,PhD,Auto,Employed,Poor,Croatia,Low,54,66870,720,26274.2,0.591733934,292002
Non-binary,PhD,Home,Employed,Fair,Cyprus,Low,62,88617,618,8600,0.472577731,27490
Female,Bachelor's,Personal,Unemployed,Excellent,Italy,Medium,26,29832,654,43514,0.150373046,266964
Male,Master's,Auto,Employed,Fair,Nauru,Low,52,85387.4,632,49425,0.416552002,212912
Female,PhD,Auto,Unemployed,Fair,Somalia,Low,23,111644,765,44498,0.450573041,120935
Male,Bachelor's,Home,Employed,Good,Iceland,Low,33,23591,701,10642,0.501704008,89781
Female,PhD,Personal,Unemployed,Good,Nigeria,Medium,32,32326,702,48899,0.35505914,263518
Female,High School,Home,Self-employed,Fair,Brazil,Medium,58,99052.4,714,9693,0.211355757,199601
Male,High School,Personal,Employed,Poor,Poland,Low,25,27021,775,25867,0.127251752,280210
Male,High School,Auto,Unemployed,Poor,Nigeria,Low,62,71693.2,720.8,49442,0.184943207,106033
Male,Bachelor's,Business,Unemployed,Fair,Spain,Low,40,69065.8,756,36601,0.258547178,195217.4
Male,Bachelor's,Business,Employed,Fair,New Zealand,Low,31,89585,655,27248,0.494115319,284258
Male,Bachelor's,Auto,Self-employed,Poor,Bahrain,Low,33,49373,730,41274,0.193757542,190335
Non-binary,Bachelor's,Home,Self-employed,Good,Cook Islands,Low,63,36246,695.4,12691,0.459033255,73439
Female,High School,Auto,Unemployed,Good,Netherlands Antilles,Low,64,22674,762,34584,0.480877147,160786
Female,High School,Personal,Self-employed,Good,United States of America,Low,26,67421.6,621,29172.4,0.235126494,100950
Male,High School,Personal,Employed,Good,Malaysia,Low,69,57410,641,23000,0.30569899,158348
Female,Master's,Home,Self-employed,Excellent,Macao,Low,50,110726,665,6702,0.201640239,57445
Female,PhD,Auto,Self-employed,Fair,Bangladesh,Low,65,77889,706.6,14552,0.125063691,299816
Female,PhD,Home,Unemployed,Poor,Cuba,Medium,59,99199,604,39629,0.486234599,173263
Non-binary,Bachelor's,Auto,Employed,Fair,Central African Republic,Medium,28,73755.6,692,40011,0.40442897,45425
Female,PhD,Personal,Self-employed,Poor,Malawi,Low,24,65610,629,23153,0.381560501,153014
Female,High School,Personal,Self-employed,Excellent,Djibouti,Low,60,68115,773,28700,0.233569798,243238
Non-binary,PhD,Business,Employed,Poor,Russian Federation,Low,66,65167,653,24155.8,0.16486269,122565
Female,PhD,Personal,Self-employed,Good,Hong Kong,Medium,29,39112,738,45780,0.394079051,280411
Non-binary,Bachelor's,Personal,Employed,Excellent,Seychelles,Low,33,100516,779,9901,0.307053803,245594
Female,Bachelor's,Home,Self-employed,Good,Niue,High,32,114296,798,40497,0.459006715,278504
Female,PhD,Personal,Employed,Poor,Niger,Low,33,74295.2,655,16885,0.415608905,167978
Male,Master's,Personal,Employed,Poor,Macao,Medium,34,76782,716.8,28067,0.234128499,77948
Male,PhD,Home,Self-employed,Good,Czech Republic,High,60,87762,685,18465,0.221094339,103676
Non-binary,Bachelor's,Auto,Unemployed,Excellent,Bermuda,Low,22,54530.8,666,9858,0.323370576,174091
Female,Master's,Personal,Employed,Good,Serbia,Low,37,51695,705,13982,0.59718434,25808
Non-binary,High School,Personal,Self-employed,Excellent,Tajikistan,Low,32,103040,769,30130,0.500058273,287703
Male,Bachelor's,Personal,Employed,Fair,Belize,Medium,20,86199,636,38686,0.54914596,150705.6
Female,Bachelor's,Business,Unemployed,Poor,Saint Barthelemy,Medium,65,104131,742,22054,0.589975211,181440
Non-binary,Master's,Personal,Employed,Excellent,Romania,Low,33,118120,653,6998,0.140776467,185128
Male,Master's,Home,Self-employed,Poor,Bhutan,Medium,47,68066,777,6628,0.31115634,34205
Non-binary,High School,Personal,Self-employed,Excellent,Mali,Low,65,91885,695,16864,0.335306786,119299
Male,PhD,Business,Self-employed,Good,Thailand,Low,34,32342,768,8943,0.149530651,195320
Male,Bachelor's,Home,Employed,Fair,United States of America,Medium,40,81472,620,32178.6,0.316160184,121868
Male,Master's,Auto,Self-employed,Poor,Cote d'Ivoire,Low,32,107185,715,20137.8,0.258275427,28221
Male,High School,Auto,Self-employed,Excellent,Nauru,Low,60,75657.4,623,19407.8,0.44963144,151198
Male,Bachelor's,Home,Unemployed,Poor,American Samoa,Low,53,95720,784,22899,0.244677729,248927
Female,Master's,Personal,Employed,Good,Turkmenistan,Medium,63,74214.8,696,29198,0.122842629,196555
Female,Bachelor's,Home,Unemployed,Good,Suriname,Low,19,92042,616,26936,0.301632092,142088
Male,Master's,Home,Unemployed,Poor,Cayman Islands,Medium,61,93996,718,31756.2,0.373419342,22676
Non-binary,Master's,Home,Unemployed,Fair,Palau,Low,58,23728,695,24473.4,0.265107493,228244
Female,Master's,Auto,Unemployed,Fair,Comoros,Medium,54,86973,712.8,12078,0.274779537,208015
Female,High School,Business,Self-employed,Excellent,China,Low,23,30473,729,22754,0.193576397,250319
Male,High School,Auto,Employed,Good,United States Virgin Islands,Low,40,96289,616,17663,0.539786257,261185
Female,PhD,Auto,Employed,Excellent,Dominican Republic,Low,31,30728,675,38187,0.421444255,225985
Male,PhD,Business,Employed,Fair,United States Minor Outlying Islands,Low,60,64941,722.8,19542,0.364993871,130497.8
Female,PhD,Business,Unemployed,Good,Luxembourg,Low,63,93633,704.4,26961,0.28133479,224359.8
Male,PhD,Auto,Self-employed,Good,Saint Helena,Medium,34,115211,738,31807,0.340192575,168760
Non-binary,PhD,Home,Self-employed,Excellent,Palau,Low,43,20037,668,32347,0.30564223,53012
Non-binary,High School,Personal,Unemployed,Poor,Luxembourg,High,40,105061,630,27837,0.379510334,49571
Male,High School,Auto,Self-employed,Good,Nigeria,Low,58,93740,728,46519,0.473273097,150004
Male,PhD,Personal,Self-employed,Poor,Botswana,Medium,28,74300.8,707,39802,0.360411374,124448.4
Male,Master's,Home,Employed,Good,Peru,Low,52,107402,717.4,13493,0.523976572,220190
Female,PhD,Auto,Unemployed,Poor,Netherlands Antilles,Low,66,42369,681,21417,0.361527935,27778
Non-binary,High School,Personal,Employed,Excellent,Gambia,Medium,48,78215,790,9158,0.3911232,261065
Male,PhD,Home,Employed,Excellent,Philippines,High,31,71824.4,604,39260,0.445907295,89089
Non-binary,Master's,Business,Employed,Fair,Central African Republic,High,44,23055,799,38994,0.392161583,241316
Non-binary,Master's,Auto,Unemployed,Good,Latvia,Low,38,110995,744.8,42746,0.412201504,255648
Female,PhD,Business,Self-employed,Fair,Mongolia,High,64,98753,778,25581,0.299104829,111559
Male,Bachelor's,Business,Self-employed,Excellent,Iran,Low,47,30101,729.6,26233,0.425714386,57477
Male,Master's,Auto,Self-employed,Good,Cape Verde,Low,24,81590.2,698.4,9067,0.218108482,86322
Male,Master's,Personal,Unemployed,Poor,Guinea,High,69,68296,699,36736,0.140019824,231736
Non-binary,Bachelor's,Personal,Employed,Fair,Slovenia,Medium,48,28577,686,33918,0.356569772,212851
Male,Bachelor's,Business,Self-employed,Fair,Rwanda,Medium,43,47646.6,636,18627.2,0.17446175,279342
Male,Master's,Personal,Employed,Fair,Saint Barthelemy,Low,43,67419,728,25487,0.377789596,129513.6
Female,High School,Personal,Employed,Excellent,Nauru,Medium,47,117486,784,16403.8,0.289549878,164758
Male,High School,Personal,Self-employed,Fair,Peru,Low,61,115533,757,27371,0.274173731,31125
Non-binary,Bachelor's,Personal,Self-employed,Excellent,Cocos (Keeling) Islands,Low,41,75081.4,726,34020,0.330855324,136488
Non-binary,Bachelor's,Personal,Self-employed,Good,Guyana,Low,36,60880,603,45723,0.59443133,156599
Female,Master's,Auto,Unemployed,Excellent,Rwanda,Low,59,64708,734,18396.4,0.443321659,129856
Non-binary,Master's,Business,Unemployed,Excellent,Cook Islands,Low,26,48357,607,24708,0.248469439,61144
Female,High School,Business,Employed,Excellent,Zimbabwe,Low,41,105834,756,35326,0.132603482,175192
Non-binary,PhD,Home,Employed,Poor,San Marino,Low,36,94684,623,33879,0.320849481,126499
Female,PhD,Business,Self-employed,Poor,Kiribati,Low,45,85792,620,47866,0.495416034,121986
Non-binary,High School,Business,Employed,Poor,Benin,Medium,51,96326,662,40996,0.540414508,142943
Female,Bachelor's,Personal,Unemployed,Fair,Hungary,Low,67,55255,621,9360,0.319650998,191214
Male,PhD,Personal,Self-employed,Poor,Papua New Guinea,Medium,37,112796,738.6,37634,0.403945189,140597
Male,Bachelor's,Home,Employed,Excellent,Russian Federation,Medium,20,94979,780,36210,0.250238863,86132
Non-binary,High School,Home,Employed,Poor,Argentina,Medium,53,37882,756,20860,0.30248893,217207
Male,PhD,Home,Self-employed,Good,Philippines,Medium,51,33550,674,8505,0.105503581,48755
Non-binary,Bachelor's,Auto,Employed,Poor,Antigua and Barbuda,Low,42,73799,615,18723,0.428257888,192986
Male,Master's,Auto,Employed,Fair,Marshall Islands,Low,24,82576.6,660,47886,0.306562557,295096
Male,High School,Auto,Self-employed,Fair,Timor-Leste,Medium,23,94693,686,17217,0.435430471,180916
Male,PhD,Home,Employed,Poor,Antigua and Barbuda,Medium,31,79101.2,714,31033,0.381486429,197675
Male,Bachelor's,Home,Self-employed,Excellent,Holy See (Vatican City State),Low,20,74288,673,27005,0.237573918,142859
Male,Bachelor's,Home,Employed,Fair,Lesotho,Low,31,79720,786,31680,0.538751668,227798
Female,Master's,Home,Self-employed,Fair,Panama,Low,30,59800,740,46770,0.445239596,261249
Male,Master's,Personal,Unemployed,Poor,Uzbekistan,Low,69,21942,762,30550,0.530832485,180992
Male,Bachelor's,Business,Employed,Good,Ireland,Low,67,47946,696.6,7693,0.52623997,168140.6
Male,Bachelor's,Personal,Employed,Fair,Finland,Medium,27,32416,696,7446,0.541749499,132068
Female,High School,Business,Employed,Good,Austria,Low,24,36238,755,21012,0.420162405,135648.6
Female,Master's,Auto,Unemployed,Poor,Panama,Medium,68,80690,782,31930.4,0.469419638,28872
Male,PhD,Auto,Employed,Fair,Algeria,Low,52,83331.8,717,8706,0.313138854,236277
Non-binary,Master's,Personal,Employed,Fair,Latvia,Low,21,23323,694,9995,0.105967505,208104
Non-binary,High School,Business,Employed,Excellent,Indonesia,Low,24,87952,646,13427,0.442683994,150352.8
Female,Bachelor's,Business,Self-employed,Excellent,Swaziland,Low,23,45758.2,734,47580,0.147660794,271788
Female,Master's,Personal,Unemployed,Excellent,New Zealand,Low,35,101985,701,33066,0.494074207,292682
Non-binary,High School,Home,Self-employed,Good,Sweden,Low,37,102705,671.2,42005,0.500785687,182021
Male,High School,Personal,Unemployed,Good,Mozambique,Low,41,68716,685,18155.6,0.350731165,89947.4
Non-binary,Bachelor's,Business,Employed,Good,Reunion,Medium,56,101298,705,48645,0.416064802,160944
Female,Bachelor's,Auto,Employed,Poor,Guadeloupe,Low,51,37603,772,19478,0.185818347,236320
Female,Master's,Home,Employed,Fair,Egypt,Medium,42,26714,659,31094.4,0.251396409,218074
Female,Master's,Auto,Self-employed,Poor,Tonga,Medium,25,30219,793,19412,0.304386661,145221
Male,Bachelor's,Business,Unemployed,Good,Saint Pierre and Miquelon,Low,62,102694,741,13421,0.1147256,172032
Female,PhD,Auto,Unemployed,Good,Central African Republic,Low,45,21460,753,29571,0.262508196,253123
Non-binary,PhD,Home,Self-employed,Good,Lao People's Democratic Republic,Low,30,73095,743,29140,0.101039218,133587
Non-binary,PhD,Personal,Unemployed,Poor,Libyan Arab Jamahiriya,Medium,46,42991,685.8,11480,0.452912615,195907
Female,Master's,Home,Unemployed,Fair,Bermuda,Low,23,34878,685,28202,0.249389213,35590
Non-binary,High School,Business,Employed,Good,Zambia,Low,64,110047,790,20418,0.446052386,136509
Non-binary,Master's,Home,Employed,Fair,Iceland,Low,34,25837,621,32040.8,0.292593145,164441
Male,PhD,Personal,Employed,Fair,Myanmar,Medium,51,75719.6,777,28365,0.326940213,207625
Male,Bachelor's,Auto,Employed,Excellent,United States of America,Low,57,99900,707,26399,0.320613785,113684
Female,Master's,Auto,Employed,Fair,Japan,Low,19,69616,743,5258,0.592196979,140259
Male,Bachelor's,Home,Unemployed,Good,Bulgaria,High,37,57874,719.6,41261,0.356591282,169801.8
Female,PhD,Business,Employed,Good,Mongolia,Low,69,100781,788,24198.8,0.420201569,198474
Female,High School,Personal,Unemployed,Poor,Andorra,Low,39,60136.6,665,46602,0.301758494,284443
Male,Bachelor's,Home,Self-employed,Excellent,Turkey,Low,50,79430,788,45703,0.177216439,187198
Non-binary,PhD,Auto,Self-employed,Good,Bosnia and Herzegovina,Medium,32,64390,723,36594,0.442817142,97360.2
Female,Master's,Home,Employed,Excellent,Zambia,Low,22,69703,796,29908.2,0.277805027,263558.6
Female,PhD,Business,Unemployed,Good,India,Low,69,114240,742,14747,0.501776015,233742
Non-binary,Master's,Home,Unemployed,Fair,Saint Helena,Low,54,36746,690,48927,0.461411797,276946
Non-binary,PhD,Business,Self-employed,Fair,Guam,Medium,60,81388,622,42876,0.131723481,111799
Female,Bachelor's,Home,Self-employed,Poor,Suriname,Low,30,73774.4,612,49506,0.259690858,279242
Non-binary,Bachelor's,Business,Employed,Fair,Congo,Low,59,66859,721.6,20224.8,0.166506534,172868
Female,PhD,Home,Unemployed,Fair,Lesotho,Low,50,54890,740,5827,0.428649302,252914
Male,PhD,Home,Self-employed,Good,Nicaragua,Low,47,56645.6,618,9701,0.589835423,189153
